case_id,source,run_dir,horizon,startup,penalty,strategy,fuel,delta,starts,min_soc,final_soc,nonopt,run_lengths,run_count,min_len,m2_cont,m2_gen,m2_frac,m3_cont,m3_gen,m3_frac
h8_startup250_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_101648_rolling_horizon_h8_startup250_softsoc5000_minup6,8.0,250.0,5000.0,combined_baseline_assessment,706.8034080658043,5.330009390732608,8.0,20.102789403695407,33.33138612822387,0.0,17 6 8 6 6 6 6 19,8,6,False,,0.5555555555555556,True,1,1.0
h8_startup250_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_101752_rolling_horizon_h8_startup250_softsoc10000_minup6,8.0,250.0,10000.0,combined_baseline_assessment,711.2341522032617,5.990292457113744,8.0,20.000390537525963,35.75691804311229,0.0,17 6 8 6 6 6 6 19,8,6,False,,0.5,True,1,1.0
h8_startup500_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_101856_rolling_horizon_h8_startup500_softsoc5000_minup6,8.0,500.0,5000.0,combined_baseline_assessment,709.8234652939991,5.723893985861983,8.0,20.05932513300276,35.7569180431131,0.0,17 6 8 6 6 6 6 19,8,6,False,,0.5555555555555556,True,1,1.0
h8_startup500_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_101957_rolling_horizon_h8_startup500_softsoc10000_minup6,8.0,500.0,10000.0,combined_baseline_assessment,711.2131905415545,5.9308851208777424,8.0,20.60078387458001,35.756918043049126,0.0,17 6 8 6 6 6 6 19,8,6,False,,0.5,True,1,1.0
h8_startup1000_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_102100_rolling_horizon_h8_startup1000_softsoc5000_minup6,8.0,1000.0,5000.0,combined_baseline_assessment,706.0438716084109,5.160946462058644,8.0,20.108942119285107,33.33138612821948,0.0,17 6 8 6 6 6 6 18,8,6,False,,0.5555555555555556,False,,0.9411764705882353
h8_startup1000_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_102200_rolling_horizon_h8_startup1000_softsoc10000_minup6,8.0,1000.0,10000.0,combined_baseline_assessment,706.021070124821,5.157550319564579,8.0,20.0,33.331386128219336,0.0,17 6 8 6 6 6 6 18,8,6,False,,0.5555555555555556,False,,0.9411764705882353
h12_startup250_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_102346_rolling_horizon_h12_startup250_softsoc5000_minup6,12.0,250.0,5000.0,combined_baseline_assessment,685.5400243282467,2.1612747989107564,8.0,20.076211506154053,24.25202057670442,0.0,15 6 9 6 7 7 6 17,8,6,False,,0.6666666666666666,True,1,1.0
h12_startup250_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_102530_rolling_horizon_h12_startup250_softsoc10000_minup6,12.0,250.0,10000.0,combined_baseline_assessment,698.0467248022459,4.025061621866715,8.0,20.87739659153814,29.829384098546992,0.0,15 6 8 6 8 6 6 16,8,6,False,,0.6666666666666666,False,,0.9411764705882353
h12_startup500_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_102711_rolling_horizon_h12_startup500_softsoc5000_minup6,12.0,500.0,5000.0,combined_baseline_assessment,680.305984549908,1.3274445058135071,7.0,20.21791223406733,21.41207516799796,0.0,17 6 10 8 7 6 16,7,6,False,,0.7222222222222222,False,,0.9411764705882353
h12_startup500_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_102849_rolling_horizon_h12_startup500_softsoc10000_minup6,12.0,500.0,10000.0,combined_baseline_assessment,700.96839777424,4.404985460755816,6.0,20.290103583437705,33.52591615341537,0.0,17 13 10 6 6 19,6,6,False,,0.7222222222222222,True,1,1.0
h12_startup1000_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_103022_rolling_horizon_h12_startup1000_softsoc5000_minup6,12.0,1000.0,5000.0,combined_baseline_assessment,718.3508666426217,6.993998624884118,6.0,20.557110862284823,42.1321143617116,0.0,17 16 8 7 6 18,6,6,False,,0.7222222222222222,False,,0.9411764705882353
h12_startup1000_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_103223_rolling_horizon_h12_startup1000_softsoc10000_minup6,12.0,1000.0,10000.0,combined_baseline_assessment,713.4833876582128,6.26901719317995,7.0,22.098030515117543,38.71567784154536,0.0,17 13 6 6 6 6 18,7,6,False,,0.5555555555555556,False,,0.9411764705882353
h16_startup250_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_103520_rolling_horizon_h16_startup250_softsoc5000_minup6,16.0,250.0,5000.0,combined_baseline_assessment,728.2566782202257,8.527041438173947,8.0,20.49074048152272,47.29721864501984,0.0,16 6 8 6 6 8 6 20,8,6,False,,0.6111111111111112,True,1,1.0
h16_startup250_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_103759_rolling_horizon_h16_startup250_softsoc10000_minup6,16.0,250.0,10000.0,combined_baseline_assessment,690.9900980141167,2.973461477641981,8.0,20.08944568869913,27.235533139692325,0.0,16 6 8 6 6 9 6 16,8,6,False,,0.8333333333333334,False,,0.9411764705882353
h16_startup500_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_104021_rolling_horizon_h16_startup500_softsoc5000_minup6,16.0,500.0,5000.0,combined_baseline_assessment,701.2435576944921,4.44596885967154,6.0,21.41389977607501,34.22188024915969,0.0,19 13 11 7 6 18,6,6,False,,0.8333333333333334,False,,0.9411764705882353
h16_startup500_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_104229_rolling_horizon_h16_startup500_softsoc10000_minup6,16.0,500.0,10000.0,combined_baseline_assessment,688.4362885457219,2.53840390593737,5.0,20.08962346025777,27.438710106391483,0.0,18 13 14 6 19,5,6,False,,0.6666666666666666,True,1,1.0
h16_startup1000_softsoc5000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_104430_rolling_horizon_h16_startup1000_softsoc5000_minup6,16.0,1000.0,5000.0,combined_baseline_assessment,727.525630870846,8.360524033012629,6.0,20.193760323371777,47.82302579087347,0.0,19 12 14 6 6 19,6,6,False,,0.7222222222222222,True,1,1.0
h16_startup1000_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_104628_rolling_horizon_h16_startup1000_softsoc10000_minup6,16.0,1000.0,10000.0,combined_baseline_assessment,713.144370824842,6.218522694895267,5.0,20.167693169101284,40.145945898656194,0.0,19 12 14 6 22,5,6,False,,0.7222222222222222,True,1,1.0
h20_startup500_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_114025_rolling_horizon_h20_startup500_softsoc10000_minup6,20.0,500.0,10000.0,combined_baseline_assessment,708.7502421825969,5.564043921725177,6.0,20.42904115347635,38.13258678611605,0.0,19 14 11 7 6 17,6,6,False,,0.8333333333333334,True,1,1.0
h20_startup500_softsoc20000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_114834_rolling_horizon_h20_startup500_softsoc20000_minup6,20.0,500.0,20000.0,combined_baseline_assessment,726.1171416956465,8.150738124938496,7.0,24.601107922725223,46.69847091965279,0.0,19 13 6 8 7 6 16,7,6,False,,0.7222222222222222,False,,0.9411764705882353
h24_startup500_softsoc10000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_114438_rolling_horizon_h24_startup500_softsoc10000_minup6,24.0,500.0,10000.0,combined_baseline_assessment,720.0105719841035,7.24120165514449,7.0,21.79157789755112,43.75006054032829,0.0,19 13 6 8 7 6 17,7,6,False,,0.7222222222222222,True,1,1.0
h24_startup500_softsoc20000_minup6,analysis\output\rolling_horizon\combined_baseline_assessment\combined_summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-29_115146_rolling_horizon_h24_startup500_softsoc20000_minup6,24.0,500.0,20000.0,combined_baseline_assessment,717.7074875190523,6.898171212043093,5.0,23.230193169092928,43.59598771696525,0.0,19 13 18 6 17,5,6,True,1,1.0,True,1,1.0
h12_softsoc10000_startup5000,analysis\output\rolling_horizon\forecast_soft_soc_high_startup_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_134401_forecast_soft_soc_high_startup_h12_softsoc10000_startup5000,12.0,5000.0,10000.0,forecast_soft_soc_high_startup_extension,720.4439451400278,7.305749954592828,7.0,22.936220428910143,45.2737153555431,0.0,19 13 10 6 2 1 20,7,1,False,,0.7777777777777778,True,1,1.0
h12_softsoc10000_startup10000,analysis\output\rolling_horizon\forecast_soft_soc_high_startup_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_134611_forecast_soft_soc_high_startup_h12_softsoc10000_startup10000,12.0,10000.0,10000.0,forecast_soft_soc_high_startup_extension,714.5323460400722,6.421765980571292,7.0,21.139999999999972,42.38810050391941,0.0,19 12 1 10 7 2 21,7,1,False,,0.8333333333333334,True,1,1.0
h12_softsoc10000_startup20000,analysis\output\rolling_horizon\forecast_soft_soc_high_startup_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_134900_forecast_soft_soc_high_startup_h12_softsoc10000_startup20000,12.0,20000.0,10000.0,forecast_soft_soc_high_startup_extension,702.2210063587488,4.591553901599796,8.0,22.227269736879737,35.112377519703124,0.0,19 12 2 10 6 1 1 20,8,1,False,,0.7777777777777778,True,1,1.0
h12_softsoc10000_startup50000,analysis\output\rolling_horizon\forecast_soft_soc_high_startup_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_135323_forecast_soft_soc_high_startup_h12_softsoc10000_startup50000,12.0,50000.0,10000.0,forecast_soft_soc_high_startup_extension,723.4073205596006,7.747126725040272,6.0,21.642987122070252,47.29803978863342,0.0,19 11 10 7 1 21,6,1,False,,0.8333333333333334,True,1,1.0
h16_softsoc1000_startup5000,analysis\output\rolling_horizon\forecast_soft_soc_high_startup_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_135440_forecast_soft_soc_high_startup_h16_softsoc1000_startup5000,16.0,5000.0,1000.0,forecast_soft_soc_high_startup_extension,710.6788066793744,5.851291890229201,8.0,24.51703527449533,40.40051336786107,0.0,19 13 10 8 1 1 1 20,8,1,False,,0.8333333333333334,True,1,1.0
h16_softsoc1000_startup10000,analysis\output\rolling_horizon\forecast_soft_soc_high_startup_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_135732_forecast_soft_soc_high_startup_h16_softsoc1000_startup10000,16.0,10000.0,1000.0,forecast_soft_soc_high_startup_extension,712.7410976177689,6.154979149341217,7.0,22.401455767063762,41.362075867861094,0.0,19 13 10 8 1 1 21,7,1,False,,0.8333333333333334,True,1,1.0
h16_softsoc1000_startup20000,analysis\output\rolling_horizon\forecast_soft_soc_high_startup_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_140025_forecast_soft_soc_high_startup_h16_softsoc1000_startup20000,16.0,20000.0,1000.0,forecast_soft_soc_high_startup_extension,703.973380059055,4.852559321078352,8.0,20.081466965424735,36.056689879619256,0.0,18 1 13 11 7 1 2 19,8,1,False,,0.7777777777777778,True,1,1.0
h16_softsoc1000_startup50000,analysis\output\rolling_horizon\forecast_soft_soc_high_startup_extension\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_140525_forecast_soft_soc_high_startup_h16_softsoc1000_startup50000,16.0,50000.0,1000.0,forecast_soft_soc_high_startup_extension,692.9914318317341,3.2168648323612943,6.0,16.992508748599118,30.17347459406529,0.0,18 13 12 7 2 19,6,2,False,,0.7777777777777778,True,1,1.0
2026-04-27_195412_forecast_soft_soc_operational_h4,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_195412_forecast_soft_soc_operational_h4,4.0,,,moving_average,703.5512197321196,4.789681104405931,17.0,20.376593645016666,35.32459896416583,0.0,15 1 1 1 10 1 1 1 8 6 1 1 1 1 1 1 18,17,1,False,,0.7222222222222222,True,1,1.0
2026-04-27_195531_forecast_soft_soc_operational_h8,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_195531_forecast_soft_soc_operational_h8,8.0,,,moving_average,713.4357171610642,6.261916962160242,10.0,20.664638857809198,40.8990761478153,0.0,17 12 1 1 8 6 1 1 1 20,10,1,False,,0.6666666666666666,True,1,1.0
2026-04-27_195722_forecast_soft_soc_operational_h12,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_195722_forecast_soft_soc_operational_h12,12.0,,,moving_average,724.3767020750577,7.891510214151237,7.0,21.14000000000103,47.379941909294914,0.0,19 12 2 10 7 2 21,7,2,False,,0.8333333333333334,True,1,1.0
2026-04-27_195920_forecast_soft_soc_operational_h16,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_195920_forecast_soft_soc_operational_h16,16.0,,,moving_average,727.2081574705578,8.31323829823982,8.0,24.9067056271116,49.35726028835383,0.0,19 13 2 10 8 1 1 20,8,1,False,,0.8333333333333334,True,1,1.0
2026-04-27_200320_forecast_soft_soc_operational_h24,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_200320_forecast_soft_soc_operational_h24,24.0,,,moving_average,735.1103861161913,9.49022726018821,8.0,29.3705501119821,53.50568169093395,0.0,20 13 2 10 8 1 1 20,8,1,False,,0.8333333333333334,True,1,1.0
2026-04-27_200838_forecast_soft_soc_operational_h32,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-27_200838_forecast_soft_soc_operational_h32,32.0,,,moving_average,731.2528173961139,8.915665828585325,9.0,32.04199328107504,51.560583706605975,0.0,19 2 14 9 7 1 2 2 19,9,1,False,,0.7777777777777778,True,1,1.0
2026-04-28_111012_forecast_soft_soc_operational_h8_mean_penalty,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep_mean_penalty\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_111012_forecast_soft_soc_operational_h8_mean_penalty,8.0,,,moving_average,704.6801366447532,4.957826421975398,12.0,20.2609684703759,36.684117091265406,0.0,17 1 12 1 7 5 1 1 1 1 1 19,12,1,False,,0.6111111111111112,True,1,1.0
2026-04-28_111102_forecast_soft_soc_operational_h12_mean_penalty,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep_mean_penalty\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_111102_forecast_soft_soc_operational_h12_mean_penalty,12.0,,,moving_average,709.2115343145933,5.632750583091319,9.0,22.103395156914495,39.766669932810736,0.0,18 1 12 1 10 7 1 1 21,9,1,False,,0.7777777777777778,True,1,1.0
2026-04-28_111156_forecast_soft_soc_operational_h16_mean_penalty,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep_mean_penalty\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_111156_forecast_soft_soc_operational_h16_mean_penalty,16.0,,,moving_average,710.4842030525227,5.822306861950376,8.0,25.487534994678906,40.21349629059348,0.0,19 13 11 7 1 1 1 20,8,1,False,,0.8333333333333334,True,1,1.0
2026-04-28_111311_forecast_soft_soc_operational_h24_mean_penalty,analysis\output\rolling_horizon\forecast_soft_soc_horizon_sweep_mean_penalty\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_111311_forecast_soft_soc_operational_h24_mean_penalty,24.0,,,moving_average,724.0545920585171,7.843533883548501,7.0,28.443274951010395,47.4004185330347,0.0,20 13 1 11 8 1 21,7,1,False,,0.8333333333333334,True,1,1.0
h12_startup500_softsoc250,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121221_forecast_soft_soc_mean_tuning_h12_startup500_softsoc250,12.0,500.0,250.0,moving_average,689.2072872074028,2.653239473872615,12.0,17.214201427769837,28.77530882558536,0.0,17 11 1 9 6 1 1 1 1 1 1 18,12,1,False,,0.7777777777777778,True,1,1.0
h12_startup500_softsoc1000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121349_forecast_soft_soc_mean_tuning_h12_startup500_softsoc1000,12.0,500.0,1000.0,moving_average,688.0181973684508,2.4761317643930987,10.0,20.354203002940967,28.494918812984093,0.0,18 12 1 1 10 6 1 1 1 19,10,1,False,,0.8333333333333334,True,1,1.0
h12_startup500_softsoc5000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121448_forecast_soft_soc_mean_tuning_h12_startup500_softsoc5000,12.0,500.0,5000.0,moving_average,702.0919326834149,4.572329161598141,10.0,22.03830662362809,35.22423502239641,0.0,19 12 1 11 5 1 1 2 1 18,10,1,False,,0.7777777777777778,True,1,1.0
h12_startup500_softsoc10000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121550_forecast_soft_soc_mean_tuning_h12_startup500_softsoc10000,12.0,500.0,10000.0,moving_average,697.5170481184581,3.8909278915757217,8.0,20.31490166872196,32.81664473684209,0.0,19 12 10 6 1 1 1 19,8,1,False,,0.8333333333333334,True,1,1.0
h12_startup1000_softsoc250,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121627_forecast_soft_soc_mean_tuning_h12_startup1000_softsoc250,12.0,1000.0,250.0,moving_average,697.0068219496875,3.8149328026368368,10.0,16.389263717806564,32.84140537513997,0.0,17 11 1 9 7 1 1 1 1 19,10,1,False,,0.7777777777777778,True,1,1.0
h12_startup1000_softsoc1000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121719_forecast_soft_soc_mean_tuning_h12_startup1000_softsoc1000,12.0,1000.0,1000.0,moving_average,709.2115343145933,5.632750583091319,9.0,22.103395156914495,39.766669932810736,0.0,18 1 12 1 10 7 1 1 21,9,1,False,,0.7777777777777778,True,1,1.0
h12_startup1000_softsoc5000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121820_forecast_soft_soc_mean_tuning_h12_startup1000_softsoc5000,12.0,1000.0,5000.0,moving_average,719.9628729235492,7.23409716977898,10.0,23.208798292302454,45.18569288913773,0.0,19 12 1 1 10 7 1 1 1 20,10,1,False,,0.8333333333333334,True,1,1.0
h12_startup1000_softsoc10000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121913_forecast_soft_soc_mean_tuning_h12_startup1000_softsoc10000,12.0,1000.0,10000.0,moving_average,734.108806201678,9.341048015097302,6.0,21.14000000000088,52.84140537514003,0.0,19 12 11 7 2 21,6,2,False,,0.8333333333333334,True,1,1.0
h12_startup2500_softsoc250,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_121952_forecast_soft_soc_mean_tuning_h12_startup2500_softsoc250,12.0,2500.0,250.0,moving_average,699.2976358748328,4.15613562334536,6.0,9.762795352741618,34.406161464165876,0.0,17 11 10 7 2 20,6,2,False,,0.7777777777777778,True,1,1.0
h12_startup2500_softsoc1000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_122038_forecast_soft_soc_mean_tuning_h12_startup2500_softsoc1000,12.0,2500.0,1000.0,moving_average,711.8275242524605,6.022386395912198,11.0,20.783847461335924,40.789136338185884,0.0,18 1 12 1 1 9 7 1 1 1 21,11,1,False,,0.7777777777777778,True,1,1.0
h12_startup2500_softsoc5000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_122127_forecast_soft_soc_mean_tuning_h12_startup2500_softsoc5000,12.0,2500.0,5000.0,moving_average,713.7991660090858,6.316050460637361,8.0,22.2272697369098,42.00741671333038,0.0,19 12 1 10 7 1 1 20,8,1,False,,0.7777777777777778,True,1,1.0
h12_startup2500_softsoc10000,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_122217_forecast_soft_soc_mean_tuning_h12_startup2500_softsoc10000,12.0,2500.0,10000.0,moving_average,705.1306029084521,5.024920636010407,7.0,20.437032474804127,37.3073957166312,0.0,19 1 13 10 6 2 20,7,1,False,,0.7777777777777778,True,1,1.0
h16_startup500_softsoc250,analysis\output\rolling_horizon\forecast_soft_soc_mean_penalty_tuning_screen\summary.csv,C:\Users\bulve\OneDrive\master\model\runs\2026-04-28_122320_forecast_soft_soc_mean_tuning_h16_startup500_softsoc250,16.0,500.0,250.0,moving_average,674.5018251385054,0.46295021351224563,10.0,18.005836716125405,20.811301091825307,0.0,18 12 1 10 6 1 1 1 1 18,10,1,False,,0.8333333333333334,True,1,1.0
